MiB,delay,tcp_size,parallel_buffer,N,run,seconds
10240,100,big,100,1,6,49.9331059456
10240,100,big,100,1,7,49.855973959
10240,100,big,100,1,8,49.8648059368
10240,100,big,100,1,9,49.8281760216
10240,100,big,100,1,10,49.8342049122
10240,100,big,100,2,1,30.0008058548
10240,100,big,100,2,2,21.3955659866
10240,100,big,100,2,3,23.7063639164
10240,100,big,100,2,4,23.158205986
10240,100,big,100,2,5,25.6813290119
10240,100,big,100,2,6,32.3353309631
10240,100,big,100,2,7,21.3514149189
10240,100,big,100,2,8,24.5431399345
10240,100,big,100,2,9,24.4883141518
10240,100,big,100,2,10,25.2389140129
10240,100,big,100,3,1,41.1411180496
10240,100,big,100,3,2,24.0692481995
10240,100,big,100,3,3,40.9200839996
10240,100,big,100,3,4,20.4031589031
10240,100,big,100,3,5,20.1427869797
10240,100,big,100,3,6,19.6854600906
10240,100,big,100,3,7,23.2284839153
10240,100,big,100,3,8,19.8036088943
10240,100,big,100,3,9,26.2591509819
10240,100,big,100,3,10,24.2650229931
10240,100,big,100,4,1,25.258368969
10240,100,big,100,4,2,35.903414011
10240,100,big,100,4,3,30.3795859814
10240,100,big,100,4,4,31.972481966
10240,100,big,100,4,5,39.2754719257
10240,100,big,100,4,6,28.3632781506
10240,100,big,100,4,7,32.0645909309
10240,100,big,100,4,8,23.3553650379
10240,100,big,100,4,9,24.9497160912
10240,100,big,100,4,10,22.8051760197
10240,100,big,100,8,1,45.8939330578
10240,100,big,100,8,2,48.8523690701
10240,100,big,100,8,3,44.4475440979
10240,100,big,100,8,4,53.8637259007
10240,100,big,100,8,5,52.7473180294
10240,100,big,100,8,6,66.3978359699
10240,100,big,100,8,7,47.7950539589
10240,100,big,100,8,8,44.9980947971
10240,100,big,100,8,9,51.0128791332
10240,100,big,100,8,10,57.5226662159
10240,100,big,100,16,1,50.5868299007
10240,100,big,100,16,2,44.5278959274
10240,100,big,100,16,3,42.2582700253
10240,100,big,100,16,4,42.3398561478
10240,100,big,100,16,5,50.311273098
10240,100,big,100,16,6,48.3695869446
10240,100,big,100,16,7,42.1400389671
10240,100,big,100,16,8,39.8999538422
10240,100,big,100,16,9,39.7772700787
10240,100,big,100,16,10,41.0789570808
